Ex-Showroom_Price,Fuel_Type,Length,Width,ARAI_Certified_Mileage,Gears,Ground_Clearance,Power,Torque,Seating_Capacity,Model
"Rs. 9,99,900",Petrol,3998 mm,1765 mm,23 km/litre,5,200 mm,123PS@6500rpm,150Nm@4500rpm,5,Ecosport
"Rs. 10,90,000",Diesel,3998 mm,1765 mm,23 km/litre,5,200 mm,100PS@3750RPM,205Nm@1750-3250rpm,5,Ecosport
"Rs. 7,99,990",Petrol,4315 mm,1822 mm,13.87 km/litre,5,205 mm,106PS@5600rpm,142Nm@4000rpm,5,Duster
"Rs. 9,19,990",Petrol,4315 mm,1822 mm,13.87 km/litre,5,205 mm,106PS@5600rpm,142Nm@4000rpm,5,Duster
"Rs. 9,99,990",Petrol,4315 mm,1822 mm,13.87 km/litre,6,205 mm,106PS@5600rpm,142Nm@4000rpm,5,Duster
"Rs. 9,29,990",Diesel,4315 mm,1822 mm,19.6 km/litre,5,205 mm,85PS@3750rpm,200Nm@1750rpm,5,Duster
"Rs. 9,99,990",Diesel,4315 mm,1822 mm,19.6 km/litre,5,205 mm,85PS@3750rpm,200Nm@1750rpm,5,Duster
"Rs. 11,19,990",Diesel,4315 mm,1822 mm,19.6 km/litre,6,205 mm,110PS@4000rpm,245Nm@1750rpm,5,Duster
"Rs. 12,09,990",Diesel,4315 mm,1822 mm,19.6 km/litre,6,205 mm,110PS@4000rpm,245Nm@1750rpm,5,Duster
"Rs. 12,49,990",Diesel,4315 mm,1822 mm,19.6 km/litre,6,205 mm,110PS@4000rpm,245Nm@1750rpm,5,Duster
"Rs. 12,49,990",Diesel,4315 mm,1822 mm,19.6 km/litre,6,205 mm,110PS@4000rpm,245Nm@1750rpm,5,Duster
"Rs. 9,99,900",Petrol,4440 mm,1729 mm,17.7 km/litre,5,165 mm,123PS@6400rpm,151Nm@4850rpm,5,Verna
"Rs. 11,72,544",Diesel,4440 mm,1729 mm,23.9 km/litre,6,165 mm,128ps@4000rpm,260Nm@1500-3000rpm,5,Verna
"Rs. 13,01,881",Diesel,4440 mm,1729 mm,23.5 km/litre,4,165 mm,128ps@4000rpm,260Nm@1500-3000rpm,5,Verna
"Rs. 11,72,999",Petrol,4440 mm,1729 mm,17.7 km/litre,5,165 mm,123PS@6400rpm,151Nm@4850rpm,5,Verna
"Rs. 13,28,545",Diesel,4440 mm,1729 mm,17.1 km/litre,4,165 mm,128ps@4000rpm,260Nm@1500-3000rpm,5,Verna
"Rs. 12,87,999",Petrol,4440 mm,1729 mm,17.7 km/litre,4,165 mm,123PS@6400rpm,155Nm@4850rpm,5,Verna
"Rs. 9,33,182",Petrol,4440 mm,1729 mm,19.1 km/litre,5,165 mm,100PS@6000rpm,133Nm@4000rpm,5,Verna
"Rs. 8,17,867",Petrol,4440 mm,1729 mm,19.1 km/litre,5,165 mm,100PS@6000rpm,133Nm@4000rpm,5,Verna
"Rs. 11,78,894",Petrol,4440 mm,1729 mm,17.7 km/litre,5,165 mm,123PS@6400rpm,151Nm@4850rpm,5,Verna
"Rs. 11,62,875",Petrol,4440 mm,1729 mm,17.7 km/litre,6,165 mm,123PS@6400rpm,155Nm@4850rpm,5,Verna
"Rs. 14,07,871",Diesel,4440 mm,1729 mm,17.1 km/litre,6,165 mm,128ps@4000rpm,260Nm@1500-3000rpm,5,Verna
"Rs. 9,42,867",Diesel,4440 mm,1729 mm,,5,165 mm,100PS@6000rpm,133Nm@4000rpm,5,Verna
"Rs. 9,99,900",Diesel,4440 mm,1729 mm,,5,165 mm,100PS@6000rpm,133Nm@4000rpm,5,Verna
"Rs. 8,30,127",Petrol,3995 mm,1821 mm,17 km/litre,6,180 mm,109bhp@5000RPM,200Nm@2000rpm,5,Xuv300
"Rs. 9,15,128",Petrol,3995 mm,1821 mm,17 km/litre,6,180 mm,109bhp@5000RPM,200Nm@2000rpm,5,Xuv300
"Rs. 10,60,129",Petrol,3995 mm,1821 mm,17 km/litre,6,180 mm,109bhp@5000RPM,200Nm@2000rpm,5,Xuv300
"Rs. 11,84,129",Petrol,3995 mm,1821 mm,17 km/litre,6,180 mm,109bhp@5000RPM,200Nm@2000rpm,5,Xuv300
"Rs. 8,69,131",Diesel,3995 mm,1821 mm,20 km/litre,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,5,Xuv300
"Rs. 9,50,131",Diesel,3995 mm,1821 mm,20 km/litre,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,5,Xuv300
"Rs. 10,95,129",Diesel,3995 mm,1821 mm,20 km/litre,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,5,Xuv300
"Rs. 12,14,130",Diesel,3995 mm,1821 mm,20 km/litre,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,5,Xuv300
"Rs. 11,49,800",Diesel,3995 mm,1821 mm,20 km/litre,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,5,Xuv300
"Rs. 12,69,131",Diesel,3995 mm,1821 mm,20 km/litre,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,5,Xuv300
"Rs. 9,99,000",Diesel,3995 mm,1821 mm,20 km/litre,6,180 mm,115bhp@3750rpm,300Nm@1500rpm,5,Xuv300
"Rs. 8,63,299",Diesel,4498 mm,1751 mm,21.04 km/litre,5,174 mm,85PS@3750rpm,200Nm@1900rpm,8,Lodgy
"Rs. 9,64,199",Diesel,4498 mm,1751 mm,21.04 km/litre,5,174 mm,85PS@3750rpm,200Nm@1900rpm,8,Lodgy
"Rs. 12,11,599",Diesel,4498 mm,1751 mm,19.98 km/litre,6,174 mm,110PS@4000rpm,245Nm@1750rpm,,Lodgy
"Rs. 12,11,599",Diesel,4498 mm,1751 mm,19.98 km/litre,6,174 mm,110PS@4000rpm,245Nm@1750rpm,7,Lodgy
"Rs. 10,53,899",Diesel,4498 mm,1751 mm,21.04 km/litre,5,174 mm,85PS@3750rpm,200Nm@1900rpm,8,Lodgy
"Rs. 11,30,099",Diesel,4498 mm,1751 mm,21.04 km/litre,5,174 mm,85PS@3750rpm,200Nm@1900rpm,8,Lodgy
"Rs. 9,64,199",Diesel,4498 mm,1751 mm,21.04 km/litre,5,174 mm,85PS@3750rpm,200Nm@1900rpm,7,Lodgy
"Rs. 8,76,500",Petrol,4390 mm,1699 mm,16.09 km/litre,5,163 mm,105PS@5250rpm,153Nm@3800rpm,5,Vento
"Rs. 9,99,900",Petrol,4390 mm,1699 mm,16.09 km/litre,5,163 mm,105PS@5250rpm,153Nm@3800rpm,5,Vento
"Rs. 9,99,900",Petrol,4390 mm,1699 mm,16.09 km/litre,5,163 mm,105PS@5250rpm,153Nm@3800rpm,5,Vento
"Rs. 11,97,500",Petrol,4390 mm,1699 mm,18.19 km/litre,7,163 mm,105PS@5000rpm,175Nm@1500-4100rpm,5,Vento
"Rs. 14,49,500",Petrol,4390 mm,1699 mm,18.19 km/litre,7,163 mm,105PS@5000rpm,175Nm@1500-4100rpm,5,Vento
"Rs. 9,58,500",Diesel,4390 mm,1699 mm,20.64 km/litre,5,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,5,Vento
"Rs. 9,99,900",Diesel,4390 mm,1699 mm,20.64 km/litre,5,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,5,Vento
"Rs. 12,10,500",Diesel,4390 mm,1699 mm,20.64 km/litre,5,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,5,Vento
"Rs. 13,36,500",Diesel,4390 mm,1699 mm,21.5 km/litre,7,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,5,Vento
"Rs. 13,17,500",Diesel,4390 mm,1699 mm,20.64 km/litre,5,163 mm,105PS@4400rpm,250Nm@1500-2500rpm,5,Vento
"Rs. 14,49,500",Diesel,3971 mm,1682 mm,19.91 km/litre,5,165 mm,110PS@4400rpm,250Nm@1500-2500rpm,5,Vento
"Rs. 13,17,500",Petrol,3971 mm,1682 mm,17.21 km/litre,7,165 mm,105PS@5000rpm,175Nm@1500-4100rpm,5,Vento
"Rs. 8,81,425",Electric,3390 mm,1575 mm,,,170 mm,25.8PS@3500rpm,70Nm@1000rpm,4,E2O Plus
"Rs. 9,57,177",Electric,3390 mm,1575 mm,,,170 mm,25.8PS@3500rpm,70Nm@1000rpm,4,E2O Plus
"Rs. 9,60,868",Electric,3992 mm,1677 mm,,NA,165 mm,41.5PS@4500rpm,105Nm@2500RPM,5,Tigor Ev
"Rs. 9,75,868",Electric,3992 mm,1677 mm,,NA,165 mm,41.5PS@4500rpm,105Nm@2500RPM,5,Tigor Ev
"Rs. 9,44,175",Electric,3992 mm,1677 mm,,NA,165 mm,41.5PS@4500rpm,105Nm@2500RPM,5,Tigor Ev
"Rs. 9,52,900",Petrol,4453 mm,1735 mm,15.4 km/litre,7,210 mm,119PS@6600rpm,145Nm@4600rpm,7,Brv
"Rs. 10,52,900",Petrol,4453 mm,1735 mm,15.4 km/litre,7,210 mm,119PS@6600rpm,145Nm@4600rpm,7,Brv
"Rs. 11,67,900",Petrol,4453 mm,1735 mm,15.4 km/litre,7,210 mm,119PS@6600rpm,145Nm@4600rpm,7,Brv
"Rs. 12,71,900",Petrol,4456 mm,1735 mm,15.4 km/litre,7,210 mm,119PS@6600rpm,145Nm@4600rpm,7,Brv
"Rs. 12,85,900",Petrol,4456 mm,1735 mm,16 km/litre,7,210 mm,119PS@6600rpm,145Nm@4600rpm,7,Brv
"Rs. 11,87,900",Diesel,4453 mm,1735 mm,21.9 km/litre,7,210 mm,100PS@3600rpm,200Nm@1750rpm,7,Brv
"Rs. 12,73,900",Diesel,4453 mm,1735 mm,21.9 km/litre,7,210 mm,100PS@3600rpm,200Nm@1750rpm,7,Brv
"Rs. 13,82,900",Diesel,4456 mm,1735 mm,21.9 km/litre,7,210 mm,100PS@3600rpm,200Nm@1750rpm,7,Brv
"Rs. 9,59,860",Diesel,3920 mm,1726 mm,13 km/litre,5,200 mm,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,6,Thar
"Rs. 9,99,148",Diesel,3920 mm,1726 mm,13 km/litre,5,200 mm,105PS@3800rpm,247Nm@1800-2000rpm,6,Thar
"Rs. 9,74,860",Diesel,3920 mm,1726 mm,13 km/litre,5,200 mm,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm,6,Thar
"Rs. 9,99,000",Diesel,4342 mm,1790 mm,17 km/litre,6,190 mm,85PS@3200rpm,230Nm@1400-2400rpm,7,Gurkha
"Rs. 10,75,000",Diesel,3992 mm,1790 mm,17 km/litre,6,205 mm,85PS@3200rpm,230Nm@1400-2400rpm,5,Gurkha
"Rs. 12,99,000",Diesel,3992 mm,1820 mm,,5,,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm,5,Gurkha
"Rs. 13,30,000",Diesel,3992 mm,1820 mm,,5,,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm,5,Gurkha
"Rs. 9,75,000",Diesel,4342 mm,1790 mm,17 km/litre,6,190 mm,85PS@3200rpm,230Nm@1400-2400rpm,7,Gurkha
"Rs. 12,25,000",Diesel,3992 mm,1790 mm,17 km/litre,6,205 mm,85PS@3200rpm,230Nm@1400-2400rpm,5,Gurkha
"Rs. 9,84,689",Petrol,4445 mm,1775 mm,19.01 km/litre,5,,104PS@6000rpm,138Nm@4400rpm,6,Xl6
"Rs. 10,41,189",Petrol,4445 mm,1775 mm,19.01 km/litre,5,,104PS@6000rpm,138Nm@4400rpm,6,Xl6
"Rs. 10,94,689",Petrol,4445 mm,1775 mm,17.01 km/litre,5,,104PS@6000rpm,138Nm@4400rpm,6,Xl6
"Rs. 11,51,189",Petrol,4445 mm,1775 mm,17.01 km/litre,5,,104PS@6000rpm,138Nm@4400rpm,6,Xl6
"Rs. 9,89,219",Petrol,3983 mm,1706 mm,17.1 km/litre,5,205 mm,143PS@5500RPM,210Nm@2000-4000RPM,5,Abarth Avventura
"Rs. 9,92,748",Diesel,4400 mm,1835 mm,18.49 km/litre,5,,120PS@4000RPM,280Nm@1800-2800rpm,9,Tuv300 Plus
"Rs. 10,29,650",Diesel,4400 mm,1835 mm,18.49 km/litre,5,,120PS@4000RPM,280Nm@1800-2800rpm,9,Tuv300 Plus
"Rs. 11,42,157",Diesel,4400 mm,1835 mm,18.49 km/litre,5,,120PS@4000RPM,280Nm@1800-2800rpm,9,Tuv300 Plus
"Rs. 9,99,900",Diesel,4585 mm,1866 mm,17.3 km/litre,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,7,Marazzo
"Rs. 11,56,471",Diesel,4585 mm,1866 mm,17.3 km/litre,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,7,Marazzo
"Rs. 13,08,592",Diesel,4585 mm,1866 mm,17.3 km/litre,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,7,Marazzo
"Rs. 14,68,440",Diesel,4585 mm,1866 mm,17.3 km/litre,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,7,Marazzo
"Rs. 9,99,900",Diesel,4585 mm,1866 mm,17.3 km/litre,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,8,Marazzo
"Rs. 11,64,569",Diesel,4585 mm,1866 mm,17.3 km/litre,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,8,Marazzo
"Rs. 13,16,690",Diesel,4585 mm,1866 mm,17.3 km/litre,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,8,Marazzo
"Rs. 14,76,538",Diesel,4585 mm,1866 mm,17.3 km/litre,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,8,Marazzo
"Rs. 9,99,994",Diesel,4456 mm,1820 mm,15.4 km/litre,5,,75PS@3200rpm,200Nm@1400-2200rpm,9,Scorpio
"Rs. 12,36,258",Diesel,5118 mm,1850 mm,10.22 km/litre,5,210 mm,121PS@4000rpm,280Nm@1800-2800rpm,5,Scorpio
"Rs. 11,23,158",Diesel,5118 mm,1850 mm,13.5 km/litre,5,210 mm,121PS@4000rpm,280Nm@1800-2800rpm,5,Scorpio
"Rs. 12,20,030",Diesel,4456 mm,1820 mm,15.4 km/litre,5,,120PS@4000RPM,280Nm@1800-2800rpm,9,Scorpio
"Rs. 13,30,006",Diesel,4456 mm,1820 mm,15.4 km/litre,5,,120PS@4000RPM,280Nm@1800-2800rpm,9,Scorpio
"Rs. 13,60,668",Diesel,4456 mm,1820 mm,15.4 km/litre,5,,140PS@3750rpm,320Nm@1500-2800rpm,9,Scorpio
"Rs. 15,40,081",Diesel,4456 mm,1820 mm,15.4 km/litre,5,,140PS@3750rpm,320Nm@1500-2800rpm,9,Scorpio
"Rs. 16,63,054",Diesel,4456 mm,1820 mm,15.4 km/litre,5,,140PS@3750rpm,320Nm@1500-2800rpm,9,Scorpio
"Rs. 14,23,710",Diesel,4456 mm,1820 mm,15.4 km/litre,6,,140PS@3750rpm,320Nm@1500-2800rpm,9,Scorpio
"Rs. 14,25,599",Diesel,4413 mm,1699 mm,21.72 km/litre,7,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Monte Carlo
"Rs. 12,69,599",Petrol,4413 mm,1699 mm,14.84 km/litre,7,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Monte Carlo
"Rs. 12,99,599",Diesel,4413 mm,1699 mm,21.13 km/litre,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,5,Monte Carlo
"Rs. 11,39,599",Petrol,4413 mm,1699 mm,15.41 km/litre,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,5,Monte Carlo
"Rs. 16,10,180",Petrol,4585 mm,1890 mm,13.85 km/litre,6,200 mm,140PS@4500rpm,320Nm@2000 - 3000rpm,7,Xuv500
"Rs. 14,18,313",Diesel,4585 mm,1890 mm,15.1 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 15,39,488",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 15,88,943",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 17,10,118",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 17,16,319",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 18,37,586",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 17,41,319",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 18,62,586",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 16,10,180",Petrol,4585 mm,1890 mm,13.85 km/litre,6,200 mm,140PS@4500rpm,320Nm@2000 - 3000rpm,7,Xuv500
"Rs. 14,18,313",Diesel,4585 mm,1890 mm,15.1 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 15,39,488",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 15,88,943",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 17,10,118",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 17,16,319",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 18,37,586",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 17,41,319",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 18,62,586",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 18,52,488",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 19,73,664",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,7,Xuv500
"Rs. 12,30,924",Diesel,4585 mm,1890 mm,16 km/litre,6,200 mm,155PS@3750rpm,360Nm@1750-2800rpm,7,Xuv500
"Rs. 12,93,214",Electric,4247 mm,1740 mm,,,,41PS@3500RPM,91Nm@3000rpm,5,E Verito
"Rs. 12,67,208",Electric,4247 mm,1740 mm,,,,41PS@3500RPM,91Nm@3000rpm,5,E Verito
"Rs. 13,03,241",Electric,4247 mm,1740 mm,,,,41PS@3500RPM,91Nm@3000rpm,5,E Verito
"Rs. 16,39,374",Diesel,4788 mm,1903 mm,17.6 km/litre,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,7,Hexa
"Rs. 19,29,417",Diesel,4788 mm,1903 mm,17.6 km/litre,6,200 mm,156PS@4000rpm,320Nm@1700-2700rpm,6,Hexa
"Rs. 19,12,593",Diesel,4788 mm,1903 mm,17.6 km/litre,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,6,Hexa
"Rs. 17,96,458",Diesel,4788 mm,1903 mm,17.6 km/litre,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,6,Hexa
"Rs. 13,71,864",Diesel,4788 mm,1903 mm,17.6 km/litre,5,200 mm,150PS@4000rpm,320Nm@1700-2700rpm,7,Hexa
"Rs. 15,31,377",Diesel,4788 mm,1903 mm,17.6 km/litre,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,7,Hexa
"Rs. 16,55,587",Diesel,4788 mm,1903 mm,17.6 km/litre,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,7,Hexa
"Rs. 16,05,000",Diesel,4735 mm,1830 mm,15.4 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,7,Innova Crysta
"Rs. 19,27,000",Diesel,4735 mm,1830 mm,15 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,7,Innova Crysta
"Rs. 16,10,000",Diesel,4735 mm,1830 mm,15.4 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,8,Innova Crysta
"Rs. 19,32,000",Diesel,4735 mm,1830 mm,15.4 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,8,Innova Crysta
"Rs. 21,13,000",Diesel,4735 mm,1830 mm,15.1 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,7,Innova Crysta
"Rs. 16,20,000",Petrol,4735 mm,1830 mm,10.83 km/litre,6,167 mm,166PS@5200rpm,245Nm@4000rpm,8,Innova Crysta
"Rs. 16,15,000",Petrol,4735 mm,1830 mm,10.83 km/litre,6,167 mm,166PS@3400rpm,245Nm@1200-3400RPM,7,Innova Crysta
"Rs. 21,03,000",Petrol,4735 mm,1830 mm,10.75 km/litre,6,167 mm,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,7,Innova Crysta
"Rs. 18,07,000",Petrol,4735 mm,1830 mm,11.25 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,7,Innova Crysta
"Rs. 14,93,000",Petrol,4735 mm,1830 mm,11.25 km/litre,6,167 mm,174PS@3400rpm,360Nm@1200-3400rpm,7,Innova Crysta
"Rs. 14,98,000",Petrol,4735 mm,1830 mm,11.25 km/litre,6,167 mm,174PS@3400rpm,360Nm@1200-3400rpm,8,Innova Crysta
"Rs. 20,97,000",Diesel,4735 mm,1830 mm,15 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,7,Innova Crysta
"Rs. 18,92,000",Petrol,4735 mm,1830 mm,11.25 km/litre,5,167 mm,166PS@5200rpm,245Nm@4000rpm,7,Innova Crysta
"Rs. 21,71,000",Petrol,4735 mm,1830 mm,10.75 km/litre,6,167 mm,166PS@5200rpm,245Nm@4000rpm,7,Innova Crysta
"Rs. 15,92,000",Diesel,4735 mm,1830 mm,15.4 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,7,Innova Crysta
"Rs. 15,87,000",Diesel,4735 mm,1830 mm,15.1 km/litre,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,8,Innova Crysta
"Rs. 19,96,000",Petrol,4395 mm,1818 mm,16.3 km/litre,,,162PS@3750rpm,250Nm@1750-2500rpm,5,Compass
"Rs. 15,60,000",Petrol,4395 mm,1818 mm,16.3 km/litre,,,162PS@3750rpm,250Nm@1750-2500rpm,5,Compass
"Rs. 20,55,000",Petrol,4395 mm,1818 mm,14.1 km/litre,,,162PS@3750rpm,250Nm@1750-2500rpm,5,Compass
"Rs. 16,61,000",Diesel,4395 mm,1818 mm,17.1 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 18,03,000",Diesel,4395 mm,1818 mm,17.1 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 18,88,000",Diesel,4395 mm,1818 mm,17.1 km/litre,6,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 19,73,000",Diesel,4395 mm,1818 mm,17.1 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 20,22,000",Diesel,4395 mm,1818 mm,17.1 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 21,51,000",Diesel,4395 mm,1818 mm,16.3 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 21,99,000",Diesel,4395 mm,1818 mm,16.3 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 21,67,000",Petrol,4395 mm,1818 mm,16.3 km/litre,7,,162PS@3750rpm,250Nm@1750-2500rpm,5,Compass
"Rs. 21,33,000",Diesel,4395 mm,1818 mm,17.1 km/litre,6,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 23,11,000",Diesel,4395 mm,1818 mm,16.3 km/litre,6,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 16,99,000",Diesel,4395 mm,1818 mm,17.1 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 15,99,000",Petrol,4395 mm,1818 mm,16.3 km/litre,,,162PS@3750rpm,250Nm@1750-2500rpm,5,Compass
"Rs. 19,00,000",Petrol,4395 mm,1818 mm,14.1 km/litre,,,163PS@5500rpm,250Nm@2500-4000rpm,5,Compass
"Rs. 20,70,000",Petrol,4395 mm,1818 mm,16.3 km/litre,7,,162PS@3750rpm,250Nm@1750-2500rpm,5,Compass
"Rs. 20,36,300",Diesel,4395 mm,1818 mm,17.1 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 22,14,000",Diesel,4395 mm,1818 mm,16.3 km/litre,,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 24,99,000",Diesel,4395 mm,1818 mm,17.1 km/litre,9,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 21,96,000",Diesel,4395 mm,1818 mm,17.1 km/litre,9,,173PS@3750rpm,350Nm@1750-2500rpm,5,Compass
"Rs. 16,45,000",Petrol,4620 mm,1775 mm,16.7 km/litre,6,175 mm,140PS@6400rpm,173Nm@4000rpm,5,Corolla Altis
"Rs. 18,06,000",Petrol,4620 mm,1775 mm,16.7 km/litre,7,175 mm,140PS@6400rpm,173Nm@4000rpm,5,Corolla Altis
"Rs. 18,82,000",Petrol,4620 mm,1775 mm,16.7 km/litre,6,175 mm,140PS@6400rpm,173Nm@4000rpm,5,Corolla Altis
"Rs. 19,36,000",Diesel,4620 mm,1775 mm,21 km/litre,6,175 mm,88.4PS@3800rpm,205Nm@1800-2800rpm,5,Corolla Altis
"Rs. 17,71,000",Diesel,4620 mm,1775 mm,21 km/litre,6,175 mm,88.4PS@3800rpm,205Nm@1800-2800rpm,5,Corolla Altis
"Rs. 20,19,000",Petrol,4620 mm,1775 mm,16.7 km/litre,6,175 mm,140PS@6400rpm,173Nm@4000rpm,5,Corolla Altis
"Rs. 17,93,900",Petrol,4656 mm,1799 mm,16.5 km/litre,7,,141PS@6500rpm,174Nm@4300rpm,5,Civic
"Rs. 19,44,900",Petrol,4656 mm,1799 mm,16.5 km/litre,7,,141PS@6500rpm,174Nm@4300rpm,5,Civic
"Rs. 21,24,900",Petrol,4656 mm,1799 mm,16.8 km/litre,7,,141PS@6500rpm,174Nm@4300rpm,5,Civic
"Rs. 20,54,900",Diesel,4656 mm,1799 mm,26.8 km/litre,6,,120ps@4000,300Nm@2000,5,Civic
"Rs. 22,34,900",Diesel,4656 mm,1799 mm,26.8 km/litre,6,,120PS@4000RPM,300NM@2000rpm,5,Civic
"Rs. 20,88,000",Electric,4314 mm,1809 mm,,,,142.76PS@3500rpm,353Nm@5000rpm,5,Zs Ev
"Rs. 23,58,000",Electric,4314 mm,1809 mm,,,,142.76PS@3500rpm,353Nm@5000rpm,5,Zs Ev
"Rs. 24,95,000",Diesel,5115 mm,1985 mm,,8,,200PS@3800rpm,440Nm@1750-2750rpm,7,Carnival
"Rs. 25,15,000",Diesel,5115 mm,1985 mm,,8,,200PS@3800rpm,440Nm@1750-2750rpm,7,Carnival
"Rs. 28,95,000",Diesel,5115 mm,1985 mm,,8,,200PS@3800rpm,440Nm@1750-2750rpm,7,Carnival
"Rs. 29,95,000",Diesel,5115 mm,1985 mm,,8,,200PS@3800rpm,440Nm@1750-2750rpm,7,Carnival
