Displacement,Cylinders,Valves_Per_Cylinder,Cylinder_Configuration,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Emission_Norm,Start_/_Stop_Button,ARAI_Certified_Mileage
1497 cc,,,In-line,Injection,60 litres,Petrol,BS 6,Yes,16.8 km/litre
1497 cc,,,In-line,Injection,60 litres,Petrol,BS 6,Yes,16.8 km/litre
1497 cc,,,In-line,Injection,60 litres,Petrol,BS 6,Yes,16.8 km/litre
1493 cc,,,In-line,Injection,60 litres,Diesel,BS 6,,20 km/litre
1493 cc,,,In-line,Injection,60 litres,Diesel,BS 6,,20 km/litre
1493 cc,,,In-line,Injection,60 litres,Diesel,BS 6,Yes,20 km/litre
1493 cc,,,In-line,Injection,60 litres,Diesel,BS 6,Yes,20 km/litre
1493 cc,,,In-line,Injection,60 litres,Diesel,BS 6,Yes,20 km/litre
1493 cc,,,In-line,Injection,60 litres,Diesel,BS 6,Yes,20 km/litre
1353 cc,4,,In-line,Injection,50 litres,Petrol,BS 6,,16.1 km/litre
1353 cc,4,,In-line,Injection,50 litres,Petrol,BS 6,,16.1 km/litre
1353 cc,4,,In-line,Injection,50 litres,Petrol,BS 6,Yes,16.5 km/litre
1353 cc,4,,In-line,Injection,50 litres,Petrol,BS 6,Yes,16.1 km/litre
1493 cc,,,In-line,Injection,60 litres,Diesel,BS 6,Yes,20 km/litre
1461 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,,20.45 km/litre
1461 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,Yes,19.01 km/litre
1598 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,,13.24 km/litre
1461 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,,20.45 km/litre
1461 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,,19.01 km/litre
1461 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,,20.45 km/litre
2179 cc,4,4,In-line,Injection,63 litres,Diesel,BS IV,,14 km/litre
2179 cc,4,4,In-line,Injection,63 litres,Diesel,BS IV,,14 km/litre
2179 cc,4,4,In-line,Injection,63 litres,Diesel,BS IV,,14.1 km/litre
2179 cc,4,4,In-line,Injection,63 litres,Diesel,BS IV,,14.1 km/litre
1500 cc,4,4,In-line,Injection,,Petrol,BS IV,,
2000 cc,4,4,In-line,Injection,,Diesel,BS IV,,17.41 km/litre
2000 cc,4,4,In-line,Injection,,Diesel,BS IV,,17.41 km/litre
2000 cc,4,4,In-line,Injection,,Diesel,BS IV,,17.41 km/litre
2000 cc,4,4,In-line,Injection,,Diesel,BS IV,,17.41 km/litre
1500 cc,4,4,In-line,Injection,,Petrol,BS IV,,
1500 cc,4,4,In-line,Injection,,Hybrid,BS IV,,
1500 cc,4,4,In-line,Injection,,Hybrid,BS IV,,
1500 cc,4,4,In-line,Injection,,Hybrid,BS IV,,
1500 cc,4,4,In-line,Injection,,Petrol,BS IV,,
1500 cc,4,4,In-line,Injection,,Petrol,BS IV,,
,,,In-line,Injection,,Electric,BS VI,Yes,
,,,In-line,Injection,,Electric,BS VI,Yes,
,,,In-line,Injection,,Electric,BS VI,Yes,
1999 cc,4,4,In-line,Injection,50 litres,Petrol,BS 6,,14.6 km/litre
1999 cc,4,4,In-line,Injection,50 litres,Petrol,BS 6,,14.6 km/litre
1999 cc,4,4,In-line,Injection,50 litres,Petrol,BS 6,,14.6 km/litre
1999 cc,4,4,In-line,Injection,50 litres,Petrol,BS 6,Yes,14.6 km/litre
1995 cc,4,4,In-line,Injection,62 litres,Diesel,BS IV,,18.42 km/litre
1999 cc,4,4,In-line,Injection,62 litres,Petrol,BS IV,,13.03 km/litre
1995 cc,4,4,In-line,Injection,62 litres,Diesel,BS IV,Yes,16.38 km/litre
1999 cc,4,4,In-line,Injection,62 litres,Petrol,BS IV,Yes,12.95 km/litre
1995 cc,4,4,In-line,Injection,62 litres,Diesel,BS IV,Yes,16.38 km/litre
1999 cc,4,4,In-line,Injection,62 litres,Petrol,BS IV,Yes,12.95 km/litre
1999 cc,4,4,In-line,Injection,62 litres,Petrol,BS IV,Yes,12.95 km/litre
1995 cc,4,4,In-line,Injection,62 litres,Diesel,BS IV,Yes,16.38 km/litre
1968 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,17.42 km/litre
1968 cc,4,4,In-line,Injection,66 litres,Diesel,BS IV,,17.42 km/litre
1968 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,17.42 km/litre
1968 cc,4,4,In-line,Injection,66 litres,Diesel,BS IV,,17.42 km/litre
1595 cc,4,,In-line,Injection,50 litres,Petrol,BS IV,Yes,15.5 km/litre
2143 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,Yes,15.5 km/litre
1984 cc,5,4,In-line,Injection,60 litres,Diesel,BS IV,Yes,16.8 km/litre
1596 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,16 km/litre
1998 cc,4,4,In-line,Injection,47 litres,Petrol,BS IV,,14.41 km/litre
1998 cc,4,4,In-line,Injection,47 litres,Diesel,BS IV,Yes,19.19 km/litre
1998 cc,4,4,In-line,Injection,47 litres,Petrol,BS IV,Yes,14.41 km/litre
1998 cc,4,4,In-line,Injection,47 litres,Petrol,BS IV,Yes,14.41 km/litre
1950 cc,4,4,In-line,Injection,66 litres,Diesel,BS 6,Yes,12.06 km/litre
1950 cc,4,4,In-line,Injection,66 litres,Diesel,BS 6,Yes,12.06 km/litre
1950 cc,4,4,In-line,Injection,66 litres,Diesel,BS 6,Yes,16.05 km/litre
3982 cc,8,4,In-line,Injection,66 litres,Petrol,BS 6,Yes,1449 km/litre
1497 cc,4,4,In-line,Injection,66 litres,Petrol,BS 6,Yes,12.06 km/litre
1497 cc,4,4,In-line,Injection,66 litres,Petrol,BS 6,Yes,12.06 km/litre
1798 cc,4,4,In-line,Injection,43 litres,Hybrid,BS IV,Yes,23.9 km/litre
2487 cc,4,4,In-line,Injection,,Hybrid,BS IV,Yes,17.8 km/litre
2494 cc,6,4,V,Injection,56 litres,Petrol,BS IV,,18.3 km/litre
2494 cc,6,4,V,Injection,56 litres,Petrol,BS IV,,18.3 km/litre
1999 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,Yes,16.38 km/litre
1997 cc,4,4,In-line,Injection,60 litres,Petrol,BS IV,Yes,21.27 km/litre
1969 cc,4,4,In-line,Injection,60 litres,Diesel,BS IV,Yes,17.2 km/litre
1968 cc,4,,In-line,Injection,58 litres,Diesel,BS IV,Yes,17.2 km/litre
1950 cc,4,4,V,Injection,93 litres,Diesel,BS 6,Yes,
2925 cc,6,4,V,Injection,93 litres,Diesel,BS 6,Yes,
1950 cc,4,,In-line,Injection,,Diesel,BS 6,Yes,
2998 cc,6,4,In-line,Injection,80 litres,Petrol,BS 6,Yes,13.38 km/litre
2993 cc,6,4,In-line,Injection,80 litres,Diesel,BS 6,Yes,13.38 km/litre
2979 cc,6,4,In-line,Injection,60 litres,Petrol,BS IV,Yes,10.75 km/litre
2981 cc,6,4,Flat,Injection,64 litres,Petrol,BS 6,Yes,8.9 km/litre
2981 cc,6,4,Flat,Injection,64 litres,Petrol,BS 6,Yes,9.1 km/litre
3799 cc,6,4,V,Injection,74 litres,Petrol,BS IV,Yes,9 km/litre
3982 cc,8,4,V,Injection,73 litres,Petrol,BS IV,Yes,8 km/litre
5935 cc,12,4,V,Injection,90.5 litres,Petrol,BS IV,Yes,12.9 km/litre
6496 cc,12,,V,Injection,92 litres,Petrol,BS IV,Yes,14.9 km/litre
796 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,23.7 km/litre
796 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,24.7 km/litre
1186 cc,3,4,In-line,Injection,37 litres,Diesel,BS 6,,20.7 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,20.7 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,20.7 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,20.7 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,20.7 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,20.7 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,,20.7 km/litre
1197 cc,4,4,In-line,Injection,37 litres,Petrol,BS 6,Yes,20.7 km/litre
1186 cc,3,4,In-line,Injection,37 litres,Diesel,BS 6,,20.7 km/litre
1186 cc,3,4,In-line,Injection,37 litres,Diesel,BS 6,Yes,20.7 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,20.14 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,17.36 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,20.14 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,Yes,
1120 cc,3,4,In-line,Injection,43 litres,Diesel,BS IV,,
1197 cc,4,4,In-line,Injection,43 litres,Petrol,BS IV,,
1120 cc,3,4,In-line,Injection,43 litres,Diesel,BS IV,,25.4 km/litre
1120 cc,3,4,In-line,Injection,43 litres,Diesel,BS IV,Yes,25.4 km/litre
1197 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,,
1198 cc,3,12,In-line,Injection,41 litres,Petrol,BS IV,,19.34 km/litre
1198 cc,3,12,In-line,Injection,41 litres,Petrol,BS IV,Yes,19.34 km/litre
1461 cc,4,8,In-line,Injection,41 litres,Diesel,BS IV,,23.08 km/litre
1461 cc,4,2,In-line,Injection,41 litres,Diesel,BS IV,Yes,23.08 km/litre
2523 cc,4,2,In-line,Injection,60 litres,Diesel,BS IV,,15.96 km/litre
2523 cc,4,2,In-line,Injection,60 litres,Diesel,BS IV,,15.96 km/litre
2523 cc,4,2,In-line,Injection,60 litres,Diesel,BS IV,,15.96 km/litre
2523 cc,4,2,In-line,Injection,60 litres,Diesel,BS IV,,15.96 km/litre
2523 cc,4,2,In-line,Injection,60 litres,Diesel,BS IV,,15.96 km/litre
1248 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,Yes,28.09 km/litre
1248 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,,28.09 km/litre
1248 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,,28.09 km/litre
1248 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,Yes,28.09 km/litre
1462 cc,4,4,In-line,Injection,43 litres,Petrol,BS 6,,21.56 km/litre
1462 cc,4,4,In-line,Injection,43 litres,Petrol,BS 6,,21.56 km/litre
1462 cc,4,4,In-line,Injection,43 litres,Petrol,BS 6,Yes,21.56 km/litre
1462 cc,4,4,In-line,Injection,43 litres,Petrol,BS 6,Yes,21.56 km/litre
1462 cc,4,4,In-line,Injection,43 litres,Petrol,BS 6,,20.28 km/litre
1462 cc,4,4,In-line,Injection,43 litres,Petrol,BS 6,Yes,20.28 km/litre
1462 cc,4,4,In-line,Injection,43 litres,Petrol,BS 6,Yes,20.28 km/litre
1498 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,Yes,26.82 km/litre
1498 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,,26.32 km/litre
1498 cc,4,4,In-line,Injection,43 litres,Diesel,BS IV,Yes,26.32 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,15.41 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.13 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,15.41 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.13 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.72 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,14.84 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.72 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.13 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,15.41 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,14.84 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,15.41 km/litre
1598 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,14.84 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.13 km/litre
1498 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.72 km/litre
1368 cc,4,4,In-line,Injection,,Petrol,BS IV,,16.3 km/litre
1396 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.38 km/litre
1591 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,15.29 km/litre
1591 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,15.29 km/litre
1591 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,15.29 km/litre
1591 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,15.29 km/litre
1591 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,15.29 km/litre
1396 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.38 km/litre
1582 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,19.67 km/litre
1582 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,Yes,19.67 km/litre
1582 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,Yes,17.01 km/litre
1582 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,19.67 km/litre
1582 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,Yes,17.01 km/litre
1591 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,15.29 km/litre
1582 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,Yes,19.67 km/litre
1396 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,21.38 km/litre
1591 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,,15.29 km/litre
1591 cc,4,4,In-line,Injection,55 litres,Petrol,BS IV,Yes,15.29 km/litre
1582 cc,4,4,In-line,Injection,55 litres,Diesel,BS IV,,19.67 km/litre
1956 cc,3,4,In-line,Injection,50 litres,Diesel,BS 6,,16.7 km/litre
1956 cc,3,4,In-line,Injection,50 litres,Diesel,BS 6,,16.7 km/litre
1956 cc,3,4,In-line,Injection,50 litres,Diesel,BS 6,Yes,16.7 km/litre
1956 cc,3,4,In-line,Injection,50 litres,Diesel,BS 6,Yes,16.7 km/litre
1956 cc,3,4,In-line,Injection,50 litres,Diesel,BS 6,Yes,16.7 km/litre
1956 cc,3,4,In-line,Injection,50 litres,Diesel,BS 6,Yes,16.7 km/litre
2499 cc,4,4,In-line,Injection,,Diesel,BS IV,,10.3 km/litre
2499 cc,4,4,In-line,Injection,,Diesel,BS IV,,10.3 km/litre
1898 cc,4,4,In-line,Injection,,Diesel,BS IV,,10.3 km/litre
2360 cc,4,4,,,60 litres,Petrol,,Yes,9.62 km/litre
1991 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,13.8 km/litre
2143 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,17.9 km/litre
2143 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,17.9 km/litre
1991 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,13.8 km/litre
2143 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,17.9 km/litre
1991 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,13.8 km/litre
1993 cc,4,4,In-line,Injection,60 litres,Hybrid,BS IV,Yes,23.1 km/litre
1995 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,18.12 km/litre
2993 cc,6,4,In-line,Injection,70 litres,Diesel,BS IV,Yes,14.69 km/litre
1998 cc,6,4,In-line,Injection,70 litres,Petrol,BS IV,Yes,15.01 km/litre
2993 cc,6,4,V,Injection,88 litres,Diesel,BS IV,Yes,16.46 km/litre
2993 cc,6,4,V,Injection,88 litres,Diesel,BS IV,Yes,16.46 km/litre
4395 cc,8,4,In-line,Injection,70 litres,Petrol,BS IV,,7.94 km/litre
1995 cc,4,4,V,Injection,66 litres,Diesel,BS IV,Yes,21.76 km/litre
2995 cc,6,4,In-line,Injection,65 litres,Petrol,BS IV,Yes,
1984 cc,6,4,In-line,Injection,65 litres,Petrol,BS 6,Yes,10.8 km/litre
5000 cc,,,,,,Petrol,,,
5000 cc,6,4,V,Injection,72 litres,Petrol,BS IV,,14.3 km/litre
5000 cc,8,4,V,Injection,70 litres,Petrol,BS IV,Yes,12.05 km/litre
5000 cc,8,4,V,Injection,70 litres,Petrol,BS IV,,12.05 km/litre
1997 cc,6,4,V,Injection,63 litres,Petrol,BS IV,Yes,15.3 km/litre
1997 cc,6,4,V,Injection,63 litres,Petrol,BS IV,Yes,
1997 cc,8,4,V,Injection,63 litres,Petrol,BS IV,Yes,10.7 km/litre
1997 cc,4,4,V,Injection,63 litres,Petrol,BS IV,Yes,10.85 km/litre
4395 cc,8,4,V,Injection,68 litres,Petrol,BS 6,Yes,9.8 km/litre
5700 cc,,8,V,Injection,93 litres,Diesel,BS IV,Yes,18 km/litre
3902 cc,8,4,V,Injection,86 litres,Petrol,BS IV,Yes,5.5 km/litre
998 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,22.5 km/litre
998 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,22.5 km/litre
1197 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,21.5 km/litre
998 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,22.5 km/litre
1197 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,21.5 km/litre
1197 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,21.5 km/litre
1197 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,21.5 km/litre
998 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,22.5 km/litre
998 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,22.5 km/litre
1197 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,21.5 km/litre
1197 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,21.5 km/litre
998 cc,3,4,In-line,Injection,32 litres,Petrol,BS 6,,22.5 km/litre
998 cc,3,4,In-line,Injection,32 litres,CNG,BS IV,,
998 cc,3,4,In-line,Injection,32 litres,CNG,BS IV,,
1199 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,23.84 km/litre
1047 cc,3,4,In-line,Injection,35 litres,Diesel,BS IV,,27.28 km/litre
1199 cc,3,4,In-line,Injection,35 litres,Petrol,BS IV,,23.84 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,17.21 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,17.21 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,Yes,17.21 km/litre
1493 cc,3,4,In-line,Injection,,Diesel,BS IV,,17.21 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,,16.21 km/litre
1493 cc,3,4,In-line,Injection,60 litres,Diesel,BS IV,Yes,16.21 km/litre
1498 cc,4,,In-line,Injection,50 litres,Petrol,BS 6,,14.23 km/litre
1498 cc,4,,In-line,Injection,50 litres,Petrol,BS 6,,14.23 km/litre
1461 cc,4,,In-line,Injection,50 litres,Diesel,BS 6,,20.45 km/litre
1461 cc,4,,In-line,Injection,50 litres,Diesel,BS 6,,20.45 km/litre
1461 cc,4,,In-line,Injection,50 litres,Diesel,BS 6,Yes,20.45 km/litre
1461 cc,4,,In-line,Injection,50 litres,Diesel,BS 6,Yes,20.45 km/litre
1461 cc,4,,In-line,Injection,50 litres,Diesel,BS 6,Yes,20.45 km/litre
1461 cc,4,,In-line,Injection,50 litres,Diesel,BS 6,,20.45 km/litre
2200 cc,4,,V,Injection,60 litres,Diesel,BS 6,,
,,,,,,Electric,,Yes,
2487 cc,4,4,In-line,Injection,50 litres,Hybrid,BS IV,Yes,23.2 km/litre
1968 cc,4,,In-line,Injection,,Diesel,BS IV,Yes,19.2 km/litre
2993 cc,6,4,V,Injection,85 litres,Diesel,BS IV,Yes,18 km/litre
2993 cc,6,4,V,Injection,85 litres,Diesel,BS IV,Yes,18 km/litre
2995 cc,6,4,V,Injection,89 litres,Petrol,BS IV,Yes,9.17 km/litre
2995 cc,6,4,V,Injection,89 litres,Petrol,BS IV,Yes,9.17 km/litre
2993 cc,6,4,V,Injection,85 litres,Diesel,BS IV,Yes,18 km/litre
2995 cc,6,4,V,Injection,89 litres,Petrol,BS IV,Yes,9.17 km/litre
2993 cc,6,4,V,Injection,85 litres,Diesel,BS IV,Yes,18 km/litre
2995 cc,6,4,V,Injection,89 litres,Petrol,BS IV,Yes,9.17 km/litre
3456 cc,6,4,V,Injection,82 litres,Hybrid,BS IV,,15.4 km/litre
3456 cc,6,4,V,Injection,82 litres,Hybrid,BS IV,,15.4 km/litre
3456 cc,6,4,V,Injection,82 litres,Hybrid,BS IV,,15.4 km/litre
6749 cc,12,4,V,Injection,100 litres,Petrol,BS IV,Yes,23 km/litre
6749 cc,12,4,V,Injection,100 litres,Petrol,BS IV,,23 km/litre
1172 cc,4,4,In-line,Injection,45 litres,Petrol,BS IV,,15.7 km/litre
1172 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,,20.5 km/litre
1248 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,,20.3 km/litre
1248 cc,4,4,In-line,Injection,45 litres,Diesel,BS IV,,21.2 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,,17.1 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.1 km/litre
1498 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.1 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.8 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.8 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,,17.8 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.8 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.1 km/litre
1498 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.1 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,,17.1 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.1 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,,17.1 km/litre
1496 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.1 km/litre
1498 cc,4,4,In-line,Injection,42 litres,Petrol,BS IV,Yes,17.1 km/litre
1395 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,,16.7 km/litre
1968 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,,21 km/litre
1395 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,,16.7 km/litre
1798 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,15.1 km/litre
1968 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,Yes,21 km/litre
1968 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,Yes,19.5 km/litre
1798 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,15.1 km/litre
1968 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,Yes,19.5 km/litre
1395 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,,16.7 km/litre
1968 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,Yes,21 km/litre
1798 cc,4,4,In-line,Injection,50 litres,Petrol,BS IV,Yes,15.1 km/litre
1968 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,Yes,19.5 km/litre
1991 cc,4,4,In-line,Injection,66 litres,Petrol,BS 6,Yes,13.51 km/litre
1950 cc,4,4,In-line,Injection,50 litres,Diesel,BS 6,Yes,18.18 km/litre
2995 cc,6,4,V,Injection,75 litres,Petrol,BS 6,Yes,11.6 km/litre
2995 cc,8,4,V,Injection,90 litres,Petrol,BS 6,Yes,15.3 km/litre
1461 cc,4,3,In-line,Injection,50 litres,Diesel,BS IV,,21 km/litre
1461 cc,4,3,In-line,Injection,50 litres,Diesel,BS IV,,21 km/litre
1461 cc,4,4,In-line,Injection,50 litres,Diesel,BS IV,,21 km/litre
2477 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,10.77 km/litre
2477 cc,4,2,In-line,Injection,70 litres,Diesel,BS IV,,10.77 km/litre
2477 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,10.77 km/litre
2477 cc,4,4,In-line,Injection,70 litres,Diesel,BS IV,,10.77 km/litre
2477 cc,4,2,In-line,Injection,70 litres,Diesel,BS IV,,10.77 km/litre
3993 cc,8,4,V,Injection,90 litres,Petrol,BS IV,Yes,4 km/litre
5998 cc,12,4,W,Injection,90 litres,Petrol,BS IV,,4 km/litre
1497 cc,4,4,In-line,Injection,40 litres,Petrol,BS 6,,17.4 km/litre
1497 cc,4,4,In-line,Injection,40 litres,Petrol,BS 6,Yes,17.8 km/litre
1497 cc,4,4,In-line,Injection,40 litres,Petrol,BS 6,Yes,17.4 km/litre
1497 cc,4,4,In-line,Injection,40 litres,Petrol,BS 6,Yes,18 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,,25.6 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,Yes,25.6 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,Yes,25.1 km/litre
1498 cc,4,4,In-line,Injection,40 litres,Diesel,BS IV,Yes,25.1 km/litre
1497 cc,4,4,In-line,Injection,40 litres,Petrol,BS 6,Yes,22.6 km/litre
1497 cc,4,4,In-line,Injection,40 litres,Petrol,BS 6,,17.8 km/litre
3200 cc,4,4,In-line,Injection,88 litres,Diesel,BS IV,Yes,11.56 km/litre

