Height,Length,Width,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Power,Torque,Model
1700 mm,4445 mm,1775 mm,19.01 km/litre,1180 kg,5,,104PS@6000rpm,138Nm@4400rpm,Xl6
1700 mm,4445 mm,1775 mm,17.01 km/litre,1180 kg,5,,104PS@6000rpm,138Nm@4400rpm,Xl6
1700 mm,4445 mm,1775 mm,17.01 km/litre,1180 kg,5,,104PS@6000rpm,138Nm@4400rpm,Xl6
1542 mm,3983 mm,1706 mm,17.1 km/litre,,5,205 mm,143PS@5500RPM,210Nm@2000-4000RPM,Abarth Avventura
1812 mm,4400 mm,1835 mm,18.49 km/litre,,5,,120PS@4000RPM,280Nm@1800-2800rpm,Tuv300 Plus
1812 mm,4400 mm,1835 mm,18.49 km/litre,,5,,120PS@4000RPM,280Nm@1800-2800rpm,Tuv300 Plus
1812 mm,4400 mm,1835 mm,18.49 km/litre,,5,,120PS@4000RPM,280Nm@1800-2800rpm,Tuv300 Plus
1774 mm,4585 mm,1866 mm,17.3 km/litre,,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,Marazzo
1774 mm,4585 mm,1866 mm,17.3 km/litre,,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,Marazzo
1774 mm,4585 mm,1866 mm,17.3 km/litre,,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,Marazzo
1774 mm,4585 mm,1866 mm,17.3 km/litre,,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,Marazzo
1774 mm,4585 mm,1866 mm,17.3 km/litre,,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,Marazzo
1774 mm,4585 mm,1866 mm,17.3 km/litre,,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,Marazzo
1774 mm,4585 mm,1866 mm,17.3 km/litre,,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,Marazzo
1774 mm,4585 mm,1866 mm,17.3 km/litre,,6,,121Bhp@3500rpm,300Nm@1750-2500rpm,Marazzo
1930 mm,4456 mm,1820 mm,15.4 km/litre,,5,,75PS@3200rpm,200Nm@1400-2200rpm,Scorpio
1874 mm,5118 mm,1850 mm,10.22 km/litre,1865 kg,5,210 mm,121PS@4000rpm,280Nm@1800-2800rpm,Scorpio
1874 mm,5118 mm,1850 mm,13.5 km/litre,2510 kg,5,210 mm,121PS@4000rpm,280Nm@1800-2800rpm,Scorpio
1995 mm,4456 mm,1820 mm,15.4 km/litre,,5,,120PS@4000RPM,280Nm@1800-2800rpm,Scorpio
1995 mm,4456 mm,1820 mm,15.4 km/litre,,5,,120PS@4000RPM,280Nm@1800-2800rpm,Scorpio
1995 mm,4456 mm,1820 mm,15.4 km/litre,,5,,140PS@3750rpm,320Nm@1500-2800rpm,Scorpio
1995 mm,4456 mm,1820 mm,15.4 km/litre,,5,,140PS@3750rpm,320Nm@1500-2800rpm,Scorpio
1995 mm,4456 mm,1820 mm,15.4 km/litre,,5,,140PS@3750rpm,320Nm@1500-2800rpm,Scorpio
1995 mm,4456 mm,1820 mm,15.4 km/litre,,6,,140PS@3750rpm,320Nm@1500-2800rpm,Scorpio
1466 mm,4413 mm,1699 mm,21.72 km/litre,1228 kg,7,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Monte Carlo
1466 mm,4413 mm,1699 mm,14.84 km/litre,1187 kg,7,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Monte Carlo
1466 mm,4413 mm,1699 mm,21.13 km/litre,1210 kg,5,163 mm,110PS@4000rpm,250Nm@1500-2500rpm,Monte Carlo
1466 mm,4413 mm,1699 mm,15.41 km/litre,1137 kg,5,163 mm,105PS@5250rpm,153Nm@3750-3800rpm,Monte Carlo
1785 mm,4585 mm,1890 mm,13.85 km/litre,1785 kg,6,200 mm,140PS@4500rpm,320Nm@2000 - 3000rpm,Xuv500
1785 mm,4585 mm,1890 mm,15.1 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,13.85 km/litre,1785 kg,6,200 mm,140PS@4500rpm,320Nm@2000 - 3000rpm,Xuv500
1785 mm,4585 mm,1890 mm,15.1 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,330Nm@1750-2800rpm,Xuv500
1785 mm,4585 mm,1890 mm,16 km/litre,1785 kg,6,200 mm,155PS@3750rpm,360Nm@1750-2800rpm,Xuv500
1540 mm,4247 mm,1740 mm,,,,,41PS@3500RPM,91Nm@3000rpm,E Verito
1540 mm,4247 mm,1740 mm,,,,,41PS@3500RPM,91Nm@3000rpm,E Verito
1540 mm,4247 mm,1740 mm,,,,,41PS@3500RPM,91Nm@3000rpm,E Verito
1791 mm,4788 mm,1903 mm,17.6 km/litre,2280 kg,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,Hexa
1791 mm,4788 mm,1903 mm,17.6 km/litre,2280 kg,6,200 mm,156PS@4000rpm,320Nm@1700-2700rpm,Hexa
1791 mm,4788 mm,1903 mm,17.6 km/litre,2280 kg,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,Hexa
1791 mm,4788 mm,1903 mm,17.6 km/litre,2280 kg,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,Hexa
1791 mm,4788 mm,1903 mm,17.6 km/litre,2280 kg,5,200 mm,150PS@4000rpm,320Nm@1700-2700rpm,Hexa
1791 mm,4788 mm,1903 mm,17.6 km/litre,2280 kg,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,Hexa
1791 mm,4788 mm,1903 mm,17.6 km/litre,2280 kg,6,200 mm,156PS@4000rpm,400Nm@1700-2700rpm,Hexa
1795 mm,4735 mm,1830 mm,15.4 km/litre,1805 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,15 km/litre,1815 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,15.4 km/litre,1825 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,15.4 km/litre,1820 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,15.1 km/litre,1870 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,10.83 km/litre,1825 kg,6,167 mm,166PS@5200rpm,245Nm@4000rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,10.83 km/litre,1825 kg,6,167 mm,166PS@3400rpm,245Nm@1200-3400RPM,Innova Crysta
1795 mm,4735 mm,1830 mm,10.75 km/litre,1870 kg,6,167 mm,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,11.25 km/litre,1815 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,11.25 km/litre,1825 kg,6,167 mm,174PS@3400rpm,360Nm@1200-3400rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,11.25 km/litre,1825 kg,6,167 mm,174PS@3400rpm,360Nm@1200-3400rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,15 km/litre,1828 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,11.25 km/litre,1815 kg,5,167 mm,166PS@5200rpm,245Nm@4000rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,10.75 km/litre,1870 kg,6,167 mm,166PS@5200rpm,245Nm@4000rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,15.4 km/litre,1805 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1795 mm,4735 mm,1830 mm,15.1 km/litre,1825 kg,5,167 mm,150PS@3400rpm,343Nm@1400-2800rpm,Innova Crysta
1640 mm,4395 mm,1818 mm,16.3 km/litre,1562 kg,,,162PS@3750rpm,250Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,16.3 km/litre,1537 kg,,,162PS@3750rpm,250Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,14.1 km/litre,1562 kg,,,162PS@3750rpm,250Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1537 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1551 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1551 kg,6,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1562 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1562 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,16.3 km/litre,1641 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,16.3 km/litre,1641 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,16.3 km/litre,1562 kg,7,,162PS@3750rpm,250Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1562 kg,6,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,16.3 km/litre,1641 kg,6,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1537 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,16.3 km/litre,1537 kg,,,162PS@3750rpm,250Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,14.1 km/litre,1562 kg,,,163PS@5500rpm,250Nm@2500-4000rpm,Compass
1640 mm,4395 mm,1818 mm,16.3 km/litre,1562 kg,7,,162PS@3750rpm,250Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1562 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,16.3 km/litre,1641 kg,,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1562 kg,9,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1640 mm,4395 mm,1818 mm,17.1 km/litre,1551 kg,9,,173PS@3750rpm,350Nm@1750-2500rpm,Compass
1475 mm,4620 mm,1775 mm,16.7 km/litre,1220 kg,6,175 mm,140PS@6400rpm,173Nm@4000rpm,Corolla Altis
1475 mm,4620 mm,1775 mm,16.7 km/litre,1260 kg,7,175 mm,140PS@6400rpm,173Nm@4000rpm,Corolla Altis
1475 mm,4620 mm,1775 mm,16.7 km/litre,1280 kg,6,175 mm,140PS@6400rpm,173Nm@4000rpm,Corolla Altis
1475 mm,4620 mm,1775 mm,21 km/litre,1270 kg,6,175 mm,88.4PS@3800rpm,205Nm@1800-2800rpm,Corolla Altis
1475 mm,4620 mm,1775 mm,21 km/litre,1230 kg,6,175 mm,88.4PS@3800rpm,205Nm@1800-2800rpm,Corolla Altis
1475 mm,4620 mm,1775 mm,16.7 km/litre,1310 kg,6,175 mm,140PS@6400rpm,173Nm@4000rpm,Corolla Altis
1433 mm,4656 mm,1799 mm,16.5 km/litre,1268 kg,7,,141PS@6500rpm,174Nm@4300rpm,Civic
1433 mm,4656 mm,1799 mm,16.5 km/litre,1275 kg,7,,141PS@6500rpm,174Nm@4300rpm,Civic
1433 mm,4656 mm,1799 mm,16.8 km/litre,1300 kg,7,,141PS@6500rpm,174Nm@4300rpm,Civic
1433 mm,4656 mm,1799 mm,26.8 km/litre,1325 kg,6,,120ps@4000,300Nm@2000,Civic
1433 mm,4656 mm,1799 mm,26.8 km/litre,1353 kg,6,,120PS@4000RPM,300NM@2000rpm,Civic
1644 mm,4314 mm,1809 mm,,,,,142.76PS@3500rpm,353Nm@5000rpm,Zs Ev
1644 mm,4314 mm,1809 mm,,,,,142.76PS@3500rpm,353Nm@5000rpm,Zs Ev
1755 mm,5115 mm,1985 mm,,,8,,200PS@3800rpm,440Nm@1750-2750rpm,Carnival
1755 mm,5115 mm,1985 mm,,,8,,200PS@3800rpm,440Nm@1750-2750rpm,Carnival
1755 mm,5115 mm,1985 mm,,,8,,200PS@3800rpm,440Nm@1750-2750rpm,Carnival
1755 mm,5115 mm,1985 mm,,,8,,200PS@3800rpm,440Nm@1750-2750rpm,Carnival
1755 mm,5115 mm,1985 mm,,,8,,200PS@3800rpm,440Nm@1750-2750rpm,Carnival
1483 mm,4861 mm,1864 mm,14.12 km/litre,1449 kg,6,164 mm,180PS@6200RPM,320Nm@1450-3900rpm,Superb
1483 mm,4861 mm,1864 mm,14.67 km/litre,1540 kg,7,164 mm,180PS@6200RPM,250NM@1250-5000rpm,Superb
1483 mm,4861 mm,1864 mm,13.7 km/litre,1540 kg,7,164 mm,180PS@6200RPM,250NM@1250-5000rpm,Superb
1483 mm,4861 mm,1864 mm,18.19 km/litre,1565 kg,6,149 mm,177PS@4000RPM,350Nm@1500-3500rpm,Superb
1483 mm,4861 mm,1864 mm,18.19 km/litre,1565 kg,6,149 mm,177PS@4000RPM,350Nm@1500-3500rpm,Superb
1483 mm,4861 mm,1864 mm,14.67 km/litre,1540 kg,7,164 mm,180PS@6200RPM,250NM@1250-5000rpm,Superb
1483 mm,4861 mm,1864 mm,18.19 km/litre,1565 kg,6,149 mm,177PS@4000RPM,350Nm@1500-3500rpm,Superb
1420 mm,4369 mm,2041 mm,16.81 km/litre,1500 kg,6,133 mm,150PS@150rpm,350Nm@1500-2750rpm,V40
1420 mm,4369 mm,2041 mm,16.81 km/litre,1500 kg,6,133 mm,150PS@3500rpm,350Nm@1500-2750rpm,V40
1835 mm,4795 mm,1855 mm,12.9 km/litre,1970 kg,5,220 mm,177PS@3400rpm,450Nm@1600-2400rpm,Fortuner
1835 mm,4795 mm,1855 mm,14.24 km/litre,1970 kg,5,220 mm,177PS@3400rpm,420Nm@1600-2400rpm,Fortuner
1835 mm,4795 mm,1855 mm,14.24 km/litre,,5,,177PS@3400rpm,420Nm@1600-2400rpm,Fortuner
1835 mm,4795 mm,1855 mm,12.9 km/litre,,5,,177PS@3400rpm,450Nm@1600-2400rpm,Fortuner
1835 mm,4795 mm,1855 mm,10.26 km/litre,,5,,166PS@5200rpm,245Nm@4000rpm,Fortuner
1835 mm,4795 mm,1855 mm,10.01 km/litre,,5,,166PS@5200rpm,245Nm@4000rpm,Fortuner
1835 mm,4795 mm,1855 mm,12.9 km/litre,1970 kg,6,220 mm,177PS@3400rpm,450Nm@1600-2400rpm,Fortuner
1837 mm,4903 mm,1869 mm,10.91 km/litre,2394 kg,6,225 mm,200PS@3000rpm,470Nm@1750-2500rpm,Endeavour
1837 mm,4903 mm,1869 mm,12.62 km/litre,2238 kg,6,225 mm,160PS@3200rpm,385Nm@1600-2500rpm,Endeavour
1837 mm,4903 mm,1869 mm,12.62 km/litre,2238 kg,6,225 mm,160PS@3200rpm,385Nm@1600-2500rpm,Endeavour
1414 mm,3821 mm,1727 mm,21.15 km/litre,1245 kg,6,,116PS@4000rpm,270Nm@1750-2250rpm,Cooper 3 Door
1414 mm,3850 mm,1727 mm,15.75 km/litre,1250 kg,6,,192PS@5000-6000rpm,280NM@1250-4600rpm,Cooper 3 Door
1665 mm,4697 mm,1882 mm,16.25 km/litre,1799 kg,7,188 mm,148 bhp @ 3500 rpm,340 Nm @ 1750 rpm,Kodiaq Scout
1612 mm,4439 mm,2060 mm,20.68 km/litre,,8,165 mm,190hp@4000rpm,400Nm@1750-2500rpm,X1
1612 mm,4439 mm,2058 mm,20.68 km/litre,,8,165 mm,190PS@4000rpm,400Nm@1750-2500rpm,X1
1612 mm,4439 mm,2058 mm,20.68 km/litre,,8,165 mm,190PS@4000rpm,400Nm@1750-2500rpm,X1
1545 mm,4477 mm,2058 mm,17.05 km/litre,1670 kg,8,179 mm,187bhp@4000rpm,400Nm@1750-2500rpm,X1
1612 mm,4439 mm,1821 mm,16.3 km/litre,,7,165 mm,192hp@5000rpm,280Nm@1350-4600rpm,X1
1484 mm,4635 mm,2097 mm,,1661 kg,8,136 mm,372Ps@5700rpm,470Nm@2100-4800rpm,S60
1484 mm,4635 mm,1865 mm,21.7 km/litre,1665 kg,8,136 mm,181 bhp @ 4250 rpm,400 Nm @ 1750 RPM,S60
1429 mm,4633 mm,1811 mm,19.62 km/litre,1590 kg,8,157 mm,190PS@400RPM,400NM@1750rpm,3-Series
1429 mm,4633 mm,1811 mm,19.62 km/litre,1590 kg,8,157 mm,190PS@400RPM,400NM@1750rpm,3-Series
1429 mm,4633 mm,1811 mm,16.13 km/litre,1595 kg,8,157 mm,258PS@500RPM,400NM@1550rpm,3-Series
1539 mm,4637 mm,2097 mm,19.6 km/litre,1776 kg,6,201 mm,190PS@4000rpm,420Nm@1500-3000rpm,S60 Cross Country
1608 mm,4388 mm,1831 mm,16.9 km/litre,1585 kg,7,170 mm,190PS@3800-4000rpm,400Nm@1750-2500rpm,Q5
1608 mm,4388 mm,1831 mm,15.73 km/litre,1585 kg,7,170 mm,190PS@3800-4000rpm,400Nm@1750-2500rpm,Q5
1659 mm,4663 mm,1898 mm,12.44 km/litre,1955 kg,7,200 mm,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,Q5
1659 mm,4663 mm,1898 mm,12.44 km/litre,1955 kg,7,200 mm,248 bhp @ 5000-6000 rpm,370 Nm @ 1600-4500 rpm,Q5
1649 mm,4371 mm,1996 mm,15.6 km/litre,1915 kg,9,210 mm,179PS@4000rpm,430NM@1750-2500rpm,Range Evoque
1649 mm,4371 mm,1996 mm,15.6 km/litre,1915 kg,9,210 mm,179PS@4000rpm,430NM@1750-2500rpm,Range Evoque
1649 mm,4371 mm,1996 mm,,1929 kg,9,210 mm,245PS@5500rpm,365Nm@1500-4500rpm,Range Evoque
1649 mm,4371 mm,1996 mm,,1929 kg,9,210 mm,245PS@5500rpm,365Nm@1500-4500rpm,Range Evoque
1494 mm,5063 mm,1860 mm,12 km/litre,,,,184PS@5500rpm,300Nm@1200-4000rpm,Mercedes-Benz E-Class
1494 mm,5063 mm,1860 mm,142 km/litre,,,155 mm,268.7PS@3800rpm,620Nm@1600rpm,Mercedes-Benz E-Class
1494 mm,5063 mm,1860 mm,142 km/litre,,,155 mm,268.7PS@3800rpm,620Nm@1600rpm,Mercedes-Benz E-Class
1474 mm,4879 mm,1854 mm,8.5 km/litre,1845 kg,7,155 mm,549bhp@5500rpm,720Nm@1750-5250RPM,Mercedes-Benz E-Class
1494 mm,5063 mm,1860 mm,12 km/litre,,,,184PS@5500rpm,300Nm@1200-4000rpm,Mercedes-Benz E-Class
1494 mm,5063 mm,1860 mm,12 km/litre,,,,184PS@5500rpm,300Nm@1200-4000rpm,Mercedes-Benz E-Class
1494 mm,5063 mm,1860 mm,142 km/litre,,,155 mm,268.7PS@3800rpm,620Nm@1600rpm,Mercedes-Benz E-Class
1494 mm,5063 mm,1860 mm,142 km/litre,,,155 mm,268.7PS@3800rpm,620Nm@1600rpm,Mercedes-Benz E-Class
1658 mm,4688 mm,1902 mm,18.8 km/litre,1879 kg,6,209 mm,233PS@4250rpm,480Nm@1750rpm,Xc60
1621 mm,4752 mm,1918 mm,16.4 km/litre,1740 kg,8,498 mm,188bhp@4000RPM,400NM@1750rpm,X4
1621 mm,4752 mm,1918 mm,16.4 km/litre,1820 kg,8,498 mm,265PS@4000RPM,620Nm@2000-2500RPM,X4
1621 mm,4752 mm,1918 mm,13.32 km/litre,1820 kg,8,498 mm,248bhp@5200rpm,350Nm@1450rpm,X4
1838 mm,4882 mm,1877 mm,8.4 km/litre,,8,215 mm,268PS@6350rpm,400Nm@4300rpm,Wrangler
1409 mm,4686 mm,1810 mm,,,9,,258bhp@5800-6100rpm,370Nm@1800-4000rpm,Mercedes-Benz C-Class Cabriolet
1304 mm,4324 mm,2024 mm,7.6 km/litre,1495 kg,8,,197hp@4500-6500rpm,320hp@1450-2000rpm,Z4 Roadster
1304 mm,4324 mm,1459 mm,7.6 km/litre,1610 kg,8,,340hp@5000-6000rpm,500@1600-4500rpm,Z4 Roadster
1880 mm,5370 mm,1928 mm,,,7,,163bhp@3800rpm,380Nm@1400-2400rpm,Mercedes-Benz V-Class
1880 mm,5140 mm,1928 mm,,,7,,163bhp@3800rpm,380Nm@1400-2400rpm,Mercedes-Benz V-Class
1901 mm,5140 mm,1928 mm,,,9,,163PS@4200rpm,380Nm@2400rpm,Mercedes-Benz V-Class
1740 mm,5052 mm,1968 mm,14.75 km/litre,2330 kg,8,200 mm,249PS@4500RPM,600Nm@1500-3000rpm,Q7
1740 mm,5052 mm,1968 mm,14.75 km/litre,2330 kg,8,200 mm,249PS@4500RPM,600Nm@1500-3000rpm,Q7
1740 mm,5052 mm,1968 mm,11.68 km/litre,2330 kg,8,200 mm,252PS@4500RPM,370Nm@1600-4500rpm,Q7
1740 mm,5052 mm,1968 mm,,2330 kg,8,200 mm,252PS@5000-6000rpm,370Nm@1600-4500rpm,Q7
1740 mm,5052 mm,1968 mm,14.75 km/litre,2330 kg,8,200 mm,249PS@4500RPM,600Nm@1500-3000rpm,Q7
1740 mm,5052 mm,1968 mm,,2330 kg,8,200 mm,252PS@5000-6000rpm,370Nm@1600-4500rpm,Q7
1609 mm,4370 mm,1900 mm,15.7 km/litre,2013 kg,9,,240PS@5500rpm,340NM@1500rpm,Range Evoque Convertible
1665 mm,4797 mm,2145 mm,15.7 km/litre,,9,,179PS@4000rpm,430NM@1750-2500rpm,Range Velar
1665 mm,4797 mm,2145 mm,12.63 km/litre,,9,,250PS@5500RPM,365Nm@1500rpm,Range Velar
1475 mm,4933 mm,1852 mm,12.06 km/litre,,,155 mm,194hp@3800rpm,400Nm@1600-2800RPM,Mercedes-Benz E-Class All Terrain
1776 mm,4950 mm,2140 mm,17.2 km/litre,2962 kg,8,218 mm,225PS@4250RPM,470Nm@1740RPM,Xc90
1776 mm,4950 mm,2140 mm,17.2 km/litre,2910 kg,8,218 mm,225PS@4250RPM,470Nm@1740RPM,Xc90
1776 mm,4950 mm,2140 mm,,2910 kg,8,218 mm,407ps@5700rpm,640Nm@2200rpm,Xc90
1776 mm,4950 mm,2140 mm,17.2 km/litre,2962 kg,8,238 mm,320bhp,240Nm,Xc90
1776 mm,4950 mm,2140 mm,17.2 km/litre,2962 kg,8,218 mm,235 bhp @ 4250 rpm,480 Nm @ 1750 rpm,Xc90
1803 mm,4882 mm,2220 mm,,2310 kg,,,567bhp@6000-6500rpm,700Nm@3500-4000rpm,Range Sport
1803 mm,4879 mm,2220 mm,,2083 kg,8,295.5 mm,296bhp@5500rpm,400Nm@1500-4000rpm,Range Sport
1803 mm,4879 mm,2220 mm,,2083 kg,8,295.5 mm,296bhp@5500rpm,400Nm@1500-4000rpm,Range Sport
1803 mm,4879 mm,2220 mm,,2134 kg,8,295.5 mm,335bhp@6500RPM,450Nm@3500-5000RPM,Range Sport
1803 mm,4879 mm,2220 mm,,2687 kg,8,295.5 mm,296bhp@5500rpm,400Nm@1500-4000rpm,Range Sport
1803 mm,4879 mm,2220 mm,,2134 kg,8,295.5 mm,335bhp@6500RPM,450Nm@3500-5000RPM,Range Sport
1803 mm,4879 mm,2220 mm,,,,,518bhp@6000-6500rpm,625Nm@2500-5500rpm,Range Sport
1803 mm,4879 mm,2220 mm,,2134 kg,8,172 mm,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm,Range Sport
1803 mm,4879 mm,2220 mm,,2134 kg,8,227 mm,254 bhp @ 4000 rpm,600Nm @ 1750-2250 rpm,Range Sport
1803 mm,4879 mm,2220 mm,11.5 km/litre,2443 kg,8,295.5 mm,335bhp@3500rpm,740Nm@2250rpm,Range Sport
1457 mm,5252 mm,1899 mm,12.9 km/litre,1871 kg,8,100 mm,274PS@4000RPM,600Nm@3500rpm,Xj
1457 mm,5252 mm,1899 mm,12.9 km/litre,1871 kg,8,100 mm,274PS@4000RPM,600Nm@3500rpm,Xj
1460 mm,5255 mm,1899 mm,12.9 km/litre,1860 kg,8,100 mm,302bhp@4000RPM,689Nm@1800rpm,Xj
1696 mm,4918 mm,1983 mm,3.4 km/litre,2370 kg,8,210 mm,340bhp@6400RPM,450Nm@5300RPM,Cayenne
1673 mm,4926 mm,1983 mm,16.2 km/litre,2245 kg,8,190 mm,550bhp@6000RPM,770Nm@4500RPM,Cayenne
1705 mm,4918 mm,1983 mm,,2840 kg,8,210 mm,335PS@5300rpm,450Nm@1340 - 5300rpm,Cayenne
1461 mm,4971 mm,2100 mm,,1810 kg,8,,275PS@4000rpm,570Nm@2000-2600rpm,Ghibli
1461 mm,4971 mm,2100 mm,,1810 kg,8,,275bhp@4000RPM,600Nm@2000rpm,Ghibli
1461 mm,4971 mm,2100 mm,,1810 kg,8,,275bhp@4000RPM,600Nm@2000rpm,Ghibli
1910 mm,4950 mm,1980 mm,9 km/litre,2740 kg,6,225 mm,265PS@3400rpm,650Nm@1600-2600rpm,Land Cruiser
1419 mm,5012 mm,1911 mm,9.8 km/litre,1995 kg,8,109 mm,560PS@6600RPM,700Nm@1750-5500rpm,Rs7
1877 mm,4999 mm,2034 mm,9.6 km/litre,2687 kg,8,295.5 mm,518bhp@6000-6500rpm,625Nm@2500-5500rpm,Range
