Automatic_Headlamps,ESP_(Electronic_Stability_Program),Number_of_Airbags,Gear_Shift_Reminder,Fasten_Seat_Belt_Warning,Door_Ajar_Warning,ABS_(Anti-lock_Braking_System),Passenger_Side_Seat-Belt_Reminder,High_Speed_Alert_System,Low_Fuel_Warning,Engine_Malfunction_Light,Child_Safety_Locks,Central_Locking,Ex-Showroom_Price,ARAI_Certified_Mileage,Power,Torque
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 10,30,000",17.6 km/litre,110PS@5000rpm,170Nm@1500-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 11,00,000",17.6 km/litre,110PS@5000rpm,170Nm@1500-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 11,20,000",17.6 km/litre,110PS@5000rpm,170Nm@1500-2750rpm
,,2,Yes,,Yes,Yes,,,Yes,,Yes,,"Rs. 8,45,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
,,2,Yes,,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 9,20,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
,,2,Yes,,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 10,20,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 11,00,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 11,20,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 11,90,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 12,10,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
,,2,Yes,,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 9,80,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 11,60,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 11,80,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 12,50,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 12,70,000",23.97 km/litre,110PS@3750RPM,260Nm@1500-2750rpm
,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,15,860",15.7 km/litre,114PS@5000rpm,207Nm@4500rpm
,,,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,62,175",20.4 km/litre,93PS@4000RPM,209Nm@2000rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,32,025",20.4 km/litre,93PS@4000RPM,209Nm@2000rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,91,434",20.4 km/litre,93PS@5000RPM,209Nm@2000rpm
Yes,,2,,Yes,Yes,Yes,,,,Yes,Yes,Yes,"Rs. 9,97,763",15.7 km/litre,114PS@5000rpm,207Nm@2200rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 8,86,398",16.5 km/litre,70ps@3600rpm,195Nm@1400-2200rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 8,51,302",16.5 km/litre,70ps@3600rpm,195Nm@1400-2200rpm
,,,,Yes,Yes,,,,Yes,Yes,Yes,,"Rs. 7,85,656",16.5 km/litre,70ps@3600rpm,195Nm@1400-2200rpm
,,1,,Yes,Yes,Yes,,,Yes,Yes,Yes,,"Rs. 7,49,192",16.5 km/litre,70 bhp @ 3600 rpm,195Nm@1400-2200rpm
,,,,,,,,,,,Yes,,"Rs. 8,59,497",15.96 km/litre,63PS@3200rpm,
,,,,,,,,,,Yes,,,"Rs. 8,19,117",15.96 km/litre,63.9PS@3200RPM,195Nm@1440-2200RPM
,,2,,,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 7,62,742",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
,,2,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 8,14,742",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,92,243",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,87,743",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,03,552",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,37,742",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
,,1,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 8,64,742",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,42,243",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,59,742",24.3 km/litre,90PS@4000rpm,200Nm@1750rpm
,,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 7,74,035",17.19 km/litre,83PS@6000rpm,114Nm@4000rpm
Yes,,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 8,58,536",17.19 km/litre,83PS@6000rpm,114Nm@4000rpm
Yes,,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 8,82,298",17.19 km/litre,83PS@6000rpm,114Nm@4000rpm
Yes,,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 9,93,393",21.19 km/litre,90PS@4000rpm,220Nm@1500-2750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,91,000",17 km/litre,123PS@6500rpm,150Nm@4500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,71,000",17 km/litre,123PS@6500rpm,150Nm@4500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,50,000",17 km/litre,123PS@6500rpm,150Nm@4500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,30,000",14.8 km/litre,123PS@6500rpm,150Nm@4500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,41,000",23 km/litre,100PS@3750RPM,205Nm@1750-3250rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,21,000",23 km/litre,100PS@3750RPM,205Nm@1750-3250rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",23 km/litre,100PS@3750RPM,205Nm@1750-3250rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 10,90,000",23 km/litre,100PS@3750RPM,205Nm@1750-3250rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 9,99,900",23 km/litre,123PS@6500rpm,150Nm@4500rpm
,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,45,000",23 km/litre,100PS@3750RPM,205Nm@1750-3250rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 9,99,900",23 km/litre,123PS@6500rpm,150Nm@4500rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Rs. 10,90,000",23 km/litre,100PS@3750RPM,205Nm@1750-3250rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 7,99,990",13.87 km/litre,106PS@5600rpm,142Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,19,990",13.87 km/litre,106PS@5600rpm,142Nm@4000rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,990",13.87 km/litre,106PS@5600rpm,142Nm@4000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,29,990",19.6 km/litre,85PS@3750rpm,200Nm@1750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,990",19.6 km/litre,85PS@3750rpm,200Nm@1750rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,19,990",19.6 km/litre,110PS@4000rpm,245Nm@1750rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,09,990",19.6 km/litre,110PS@4000rpm,245Nm@1750rpm
,Yes,2,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 12,49,990",19.6 km/litre,110PS@4000rpm,245Nm@1750rpm
,Yes,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 12,49,990",19.6 km/litre,110PS@4000rpm,245Nm@1750rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",17.7 km/litre,123PS@6400rpm,151Nm@4850rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,72,544",23.9 km/litre,128ps@4000rpm,260Nm@1500-3000rpm
Yes,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,01,881",23.5 km/litre,128ps@4000rpm,260Nm@1500-3000rpm
Yes,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,72,999",17.7 km/litre,123PS@6400rpm,151Nm@4850rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,28,545",17.1 km/litre,128ps@4000rpm,260Nm@1500-3000rpm
Yes,,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,87,999",17.7 km/litre,123PS@6400rpm,155Nm@4850rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,33,182",19.1 km/litre,100PS@6000rpm,133Nm@4000rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,17,867",19.1 km/litre,100PS@6000rpm,133Nm@4000rpm
Yes,,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,78,894",17.7 km/litre,123PS@6400rpm,151Nm@4850rpm
Yes,,6,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,62,875",17.7 km/litre,123PS@6400rpm,155Nm@4850rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,07,871",17.1 km/litre,128ps@4000rpm,260Nm@1500-3000rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,42,867",,100PS@6000rpm,133Nm@4000rpm
Yes,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",,100PS@6000rpm,133Nm@4000rpm
,,2,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,30,127",17 km/litre,109bhp@5000RPM,200Nm@2000rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,15,128",17 km/litre,109bhp@5000RPM,200Nm@2000rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,60,129",17 km/litre,109bhp@5000RPM,200Nm@2000rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,84,129",17 km/litre,109bhp@5000RPM,200Nm@2000rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 8,69,131",20 km/litre,115bhp@3750rpm,300Nm@1500rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,50,131",20 km/litre,115bhp@3750rpm,300Nm@1500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,95,129",20 km/litre,115bhp@3750rpm,300Nm@1500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,14,130",20 km/litre,115bhp@3750rpm,300Nm@1500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,49,800",20 km/litre,115bhp@3750rpm,300Nm@1500rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,69,131",20 km/litre,115bhp@3750rpm,300Nm@1500rpm
Yes,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,000",20 km/litre,115bhp@3750rpm,300Nm@1500rpm
,,,,,Yes,Yes,,,Yes,,Yes,,"Rs. 8,63,299",21.04 km/litre,85PS@3750rpm,200Nm@1900rpm
,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 9,64,199",21.04 km/litre,85PS@3750rpm,200Nm@1900rpm
,,2,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 12,11,599",19.98 km/litre,110PS@4000rpm,245Nm@1750rpm
,,2,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 12,11,599",19.98 km/litre,110PS@4000rpm,245Nm@1750rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 10,53,899",21.04 km/litre,85PS@3750rpm,200Nm@1900rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 11,30,099",21.04 km/litre,85PS@3750rpm,200Nm@1900rpm
,,,,Yes,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 9,64,199",21.04 km/litre,85PS@3750rpm,200Nm@1900rpm
,,2,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 8,76,500",16.09 km/litre,105PS@5250rpm,153Nm@3800rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",16.09 km/litre,105PS@5250rpm,153Nm@3800rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",16.09 km/litre,105PS@5250rpm,153Nm@3800rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,97,500",18.19 km/litre,105PS@5000rpm,175Nm@1500-4100rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,49,500",18.19 km/litre,105PS@5000rpm,175Nm@1500-4100rpm
,,2,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 9,58,500",20.64 km/litre,105PS@4400rpm,250Nm@1500-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",20.64 km/litre,105PS@4400rpm,250Nm@1500-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,10,500",20.64 km/litre,105PS@4400rpm,250Nm@1500-2500rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,36,500",21.5 km/litre,105PS@4400rpm,250Nm@1500-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,17,500",20.64 km/litre,105PS@4400rpm,250Nm@1500-2500rpm
,,2,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 14,49,500",19.91 km/litre,110PS@4400rpm,250Nm@1500-2500rpm
,Yes,2,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,"Rs. 13,17,500",17.21 km/litre,105PS@5000rpm,175Nm@1500-4100rpm
,,,,Yes,Yes,,,,Yes,,Yes,,"Rs. 8,81,425",,25.8PS@3500rpm,70Nm@1000rpm
,,,,Yes,Yes,,,,Yes,,Yes,,"Rs. 9,57,177",,25.8PS@3500rpm,70Nm@1000rpm
,,2,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 9,60,868",,41.5PS@4500rpm,105Nm@2500RPM
,,2,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 9,75,868",,41.5PS@4500rpm,105Nm@2500RPM
,,1,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,"Rs. 9,44,175",,41.5PS@4500rpm,105Nm@2500RPM
,,2,,,Yes,,,,Yes,Yes,Yes,Yes,"Rs. 9,52,900",15.4 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,,Yes,Yes,,,Yes,,Yes,Yes,"Rs. 10,52,900",15.4 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,67,900",15.4 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,71,900",15.4 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,85,900",16 km/litre,119PS@6600rpm,145Nm@4600rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,87,900",21.9 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,73,900",21.9 km/litre,100PS@3600rpm,200Nm@1750rpm
,,2,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,82,900",21.9 km/litre,100PS@3600rpm,200Nm@1750rpm
,,,,,,,,,Yes,,,,"Rs. 9,59,860",13 km/litre,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm
,,,,,,Yes,,,Yes,Yes,,,"Rs. 9,99,148",13 km/litre,105PS@3800rpm,247Nm@1800-2000rpm
,,,,,,Yes,,,Yes,Yes,,,"Rs. 9,74,860",13 km/litre,105 Bhp@ 3800 rpm,247Nm@1800-2000rpm
,,,,,,,,,,Yes,Yes,,"Rs. 9,99,000",17 km/litre,85PS@3200rpm,230Nm@1400-2400rpm
,,,,,,,,,,Yes,Yes,,"Rs. 10,75,000",17 km/litre,85PS@3200rpm,230Nm@1400-2400rpm
,,,,,,,,,Yes,Yes,,,"Rs. 12,99,000",,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm
,,,,,,Yes,,,Yes,Yes,,,"Rs. 13,30,000",,140 bhp @ 3800 rpm,321 Nm @ 1600 rpm
,,,,,,,,,,Yes,Yes,,"Rs. 9,75,000",17 km/litre,85PS@3200rpm,230Nm@1400-2400rpm
,,,,,,,,,,Yes,Yes,,"Rs. 12,25,000",17 km/litre,85PS@3200rpm,230Nm@1400-2400rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,84,689",19.01 km/litre,104PS@6000rpm,138Nm@4400rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,41,189",19.01 km/litre,104PS@6000rpm,138Nm@4400rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,94,689",17.01 km/litre,104PS@6000rpm,138Nm@4400rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,51,189",17.01 km/litre,104PS@6000rpm,138Nm@4400rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,89,219",17.1 km/litre,143PS@5500RPM,210Nm@2000-4000RPM
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,92,748",18.49 km/litre,120PS@4000RPM,280Nm@1800-2800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 10,29,650",18.49 km/litre,120PS@4000RPM,280Nm@1800-2800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,42,157",18.49 km/litre,120PS@4000RPM,280Nm@1800-2800rpm
,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",17.3 km/litre,121Bhp@3500rpm,300Nm@1750-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,56,471",17.3 km/litre,121Bhp@3500rpm,300Nm@1750-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,08,592",17.3 km/litre,121Bhp@3500rpm,300Nm@1750-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,68,440",17.3 km/litre,121Bhp@3500rpm,300Nm@1750-2500rpm
,,2,Yes,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 9,99,900",17.3 km/litre,121Bhp@3500rpm,300Nm@1750-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,64,569",17.3 km/litre,121Bhp@3500rpm,300Nm@1750-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 13,16,690",17.3 km/litre,121Bhp@3500rpm,300Nm@1750-2500rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,76,538",17.3 km/litre,121Bhp@3500rpm,300Nm@1750-2500rpm
,,,,Yes,Yes,,,,Yes,Yes,,Yes,"Rs. 9,99,994",15.4 km/litre,75PS@3200rpm,200Nm@1400-2200rpm
,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,36,258",10.22 km/litre,121PS@4000rpm,280Nm@1800-2800rpm
,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,23,158",13.5 km/litre,121PS@4000rpm,280Nm@1800-2800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 12,20,030",15.4 km/litre,120PS@4000RPM,280Nm@1800-2800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 13,30,006",15.4 km/litre,120PS@4000RPM,280Nm@1800-2800rpm
,,2,,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 13,60,668",15.4 km/litre,140PS@3750rpm,320Nm@1500-2800rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 15,40,081",15.4 km/litre,140PS@3750rpm,320Nm@1500-2800rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 16,63,054",15.4 km/litre,140PS@3750rpm,320Nm@1500-2800rpm
,,2,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,"Rs. 14,23,710",15.4 km/litre,140PS@3750rpm,320Nm@1500-2800rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 14,25,599",21.72 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,69,599",14.84 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 12,99,599",21.13 km/litre,110PS@4000rpm,250Nm@1500-2500rpm
,Yes,2,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 11,39,599",15.41 km/litre,105PS@5250rpm,153Nm@3750-3800rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,10,180",13.85 km/litre,140PS@4500rpm,320Nm@2000 - 3000rpm
,,2,,Yes,Yes,,,,Yes,,Yes,,"Rs. 14,18,313",15.1 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,39,488",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,88,943",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,10,118",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,16,319",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,37,586",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,41,319",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,62,586",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 16,10,180",13.85 km/litre,140PS@4500rpm,320Nm@2000 - 3000rpm
,,2,,Yes,Yes,,,,Yes,,Yes,,"Rs. 14,18,313",15.1 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,39,488",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 15,88,943",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,2,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,10,118",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,16,319",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,37,586",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 17,41,319",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,62,586",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
Yes,Yes,6,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,"Rs. 18,52,488",16 km/litre,155PS@3750rpm,330Nm@1750-2800rpm
